"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Harris School of Business-Dover Campus","97 Commerce Way Ste 105, Dover, Delaware 19901","harrisschool.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","325","325","62%","NA","2013-14","$22,865","Medical/Clinical Assistant","444200","02586902"
"Harris School of Business-Wilmington Campus","1413 Foulk Road, Suite 100, Wilmington, Delaware 19803","www.harrisschool.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","286","286","56%","NA","2013-14","$18,685","Medical/Clinical Assistant","441362","03543300"
"Margaret H Rollins School of Nursing at Beebe Medical Center","424 Savannah Rd, Lewes, Delaware 19958","www.beebehealthcare.org/school-nursing","2-year, Private not-for-profit","Two but less than 4 years certificate","Town: Distant","No","53","53","NA","NA","Fall 2013","NA","-","130837","02125200"
"Paul Mitchell the School-Delaware","1420 Pulaski Hwy, Newark, Delaware 19702","paulmitchell.edu/delaware","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","136","136","73%","NA","2013-14","$10,885","Cosmetology/Cosmetologist, General","459301","04171100"
"Relay Graduate School of Education - Delaware","100 W. 10th Street, Wilmington, Delaware 19801-6603","","4-year, Private not-for-profit","One but less than two years certificate|Master's degree","City: Small","","","","NA","NA","Fall 2010","NA","-","47503303","04208605"
"Schilling-Douglas School of Hair Design LLC","211 Louviers Drive, Newark, Delaware 19711","schillingdouglas.edu/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","136","136","61%","NA","2013-14","$11,568","Cosmetology/Cosmetologist, General","131061","02190400"
"Strayer University-Delaware","240 Continental Dr Ste 108, Newark, Delaware 19713","www.strayer.edu/delaware/christiana","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","No","301","246","NA","NA","Fall 2010","$25,961","-","450298","00145948"
"University of Delaware","104 Hullihen Hall, Newark, Delaware 19716","www.udel.edu/","4-year, Public","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","23009","19215","81%","NA","Fall 2010","$15,894","-","130943","00143100"
"Wesley College","120 N State St, Dover, Delaware 19901-3875","www.wesley.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Small","Yes","1473","1384","22%","NA","Fall 2010","$23,619","-","131098","00143300"
"Wilmington University","320 Dupont Hwy, New Castle, Delaware 19720","www.wilmu.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","No","15316","8862","33%","35%","Fall 2010","$14,471","-","131113","00794800"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2015-2016 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
