"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Kauai Community College","3-1901 Kaumualii Highway, Lihue, Hawaii 96766-9500","www.kauai.hawaii.edu","2-year, Public","One but less than two years certificate|Associate's degree","Rural: Fringe","No","1401","1401","18%","15%","Fall 2013","$7,844","-","141802","00161400"
"Leeward Community College","96-045 Ala Ike, Pearl City, Hawaii 96782-3366","www.leeward.hawaii.edu","2-year, Public","One but less than two years certificate|Associate's degree","Suburb: Large","No","7262","7262","16%","17%","Fall 2013","$3,823","-","141811","00454900"
"Mauna Loa Helicopters","73-310 U'u Street, Kailua Kona, Hawaii 96740-2650","maunaloahelicopters.com","< 2-year, Private for-profit","Less than one year certificate","Rural: Fringe","Yes","17","17","NA","NA","2013-14","NA","Flight Instructor","461333","04165200"
"Med-Assist School of Hawaii Inc","345 Queen Street, Suite # 400, Honolulu, Hawaii 96813","www.mash.edu/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","39","39","77%","NA","2013-14","$25,728","Medical/Clinical Assistant","141848","02100300"
"Pacific Rim Christian University","2223 Hoonee Pl., Honolulu, Hawaii 96819-2228","pacrim.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","Yes","139","110","50%","NA","Fall 2010","$18,175","-","457484","04252700"
"Paul Mitchell the School-Honolulu","1123 Eleventh Avenue, Suite 102, Honolulu, Hawaii 96816-2433","paulmitchell.edu/honolulu","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","City: Large","No","122","122","63%","NA","Fall 2013","$18,422","Cosmetology/Cosmetologist, General","461591","04175100"
"Remington College-Honolulu Campus","1111 Bishop St Ste 400, Honolulu, Hawaii 96813-2811","www.remingtoncollege.edu/honolulu-hawaii-colleges-career-schools","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","City: Large","No","405","405","55%","NA","Fall 2010","$20,904","-","372958","03026521"
"Travel Institute of the Pacific","1314 S King St Ste 1164, Honolulu, Hawaii 96814","WWW.TIPHAWAII.COM","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","70","70","80%","NA","2013-14","$24,545","Culinary Arts/Chef Training","141945","03017800"
"University of Hawaii at Hilo","200 W Kawili St, Hilo, Hawaii 96720-4091","www.hilo.hawaii.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Remote","Yes","3666","3075","35%","NA","Fall 2010","$11,697","-","141565","00161100"
"University of Hawaii at Manoa","2500 Campus Road, Honolulu, Hawaii 96822-2217","www.manoa.hawaii.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","18056","13132","58%","NA","Fall 2010","$13,520","-","141574","00161000"
"University of Hawaii Maui College","310 W Kaahumanu Ave, Kahului, Hawaii 96732-1617","maui.hawaii.edu","4-year, primarily associate's, Public","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","3342","3342","14%","13%","Fall 2010","$8,783","-","141839","00161500"
"University of Hawaii-West Oahu","91-1001 Farrington Highway, Kapolei, Hawaii 96707-4507","www.uhwo.hawaii.edu","4-year, Public","Bachelor's degree","Suburb: Large","No","2939","2939","14%","NA","Fall 2010","$8,522","-","141981","02107800"
"University of Phoenix-Hawaii","745 Fort Street, Honolulu, Hawaii 96813-3800","www.phoenix.edu","4-year, Private for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","1087","960","25%","NA","Fall 2010","$20,421","-","420042","32098839"
"Windward Community College","45-720 Keaahala Rd, Kaneohe, Hawaii 96744-3528","https://www.windward.hawaii.edu","2-year, Public","One but less than two years certificate|Associate's degree","Suburb: Midsize","No","2511","2511","16%","19%","Fall 2013","$8,650","-","141990","01122000"
"World Medicine Institute","1073 Hind Iuka Drive, Honolulu, Hawaii 96821","www.wmi.edu","4-year, Private not-for-profit","Master's degree","Suburb: Large","No","46","","NA","NA","Fall 2010","NA","-","141936","03072500"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2015-2016 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
