"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Truckee Meadows Community College","7000 Dandini Blvd, Reno, Nevada 89512-3999","www.tmcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","10873","10873","31%","13%","Fall 2013","$8,523","-","182500","02107700"
"University of Nevada-Las Vegas","4505 S Maryland Pky, Las Vegas, Nevada 89154","www.unlv.edu/","4-year, Public","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","29702","24714","41%","NA","Fall 2010","$11,432","-","182281","00256900"
"University of Nevada-Reno","North Virginia Street, Reno, Nevada 89557","www.unr.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","21353","18191","54%","NA","Fall 2010","$15,022","-","182290","00256800"
"University of Phoenix-Nevada","3755 Breakthrough Way, Las Vegas, Nevada 89135","www.phoenix.edu","4-year, Private for-profit","Less than one year certificate|Bachelor's degree|Master's degree","Suburb: Large","No","892","730","16%","NA","Fall 2010","$18,367","-","484710","82098816"
"Utah College of Massage Therapy-Vegas","2381 East Windmill Lane, Suite 14, Las Vegas, Nevada 89123-2069","www.steinered.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","340","340","72%","NA","2013-14","$19,286","Massage Therapy/Therapeutic Massage","469124","03030603"
"Western Nevada College","2201 West College Parkway, Carson City, Nevada 89703-7399","www.wnc.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","3569","3569","22%","22%","Fall 2010","$10,806","-","182564","01036300"
"Wongu University of Oriental Medicine","8620 South Eastern Avenue, Las Vegas, Nevada 89123-2836","www.wongu.org","4-year, Private not-for-profit","Master's degree","City: Midsize","No","30","","NA","NA","Fall 2010","NA","-","488907","04248800"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2015-2016 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
