"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Bloomsburg University of Pennsylvania","400 E Second St, Bloomsburg, Pennsylvania 17815","www.bloomu.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","City: Small","Yes","9637","8974","62%","28%","Fall 2010","$16,027","-","211158","00331500"
"Bradford School","125 West Station Square Drive, Suite 129, Pittsburgh, Pennsylvania 15219","www.bradfordpittsburgh.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","Yes","356","356","75%","NA","Fall 2013","$15,378","-","211200","00972100"
"Brightwood Career Institute-Broomall","1991 Sproul Road, Suite 42, Broomall, Pennsylvania 19008","www.brightwoodcareer.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","225","225","49%","NA","Fall 2013","$19,794","Medical/Clinical Assistant","215646","00778100"
"Brightwood Career Institute-Harrisburg","5650 Derry St, Harrisburg, Pennsylvania 17111","www.brightwoodcareer.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","116","116","58%","NA","Fall 2013","$18,983","Medical/Clinical Assistant","251075","00491000"
"Brightwood Career Institute-Philadelphia","3010 Market Street, Philadelphia, Pennsylvania 19104","www.brightwoodcareer.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","311","311","41%","NA","Fall 2013","$20,655","Medical/Clinical Assistant","214254","00491001"
"Brightwood Career Institute-Philadelphia Mills","177 Franklin Mills Blvd., Philadelphia, Pennsylvania 19154","www.brightwoodcareer.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","299","299","61%","NA","Fall 2013","$19,528","Medical/Clinical Assistant","211617","02289800"
"Brightwood Career Institute-Pittsburgh","933 Penn Avenue, Pittsburgh, Pennsylvania 15222","www.brightwoodcareer.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","229","229","31%","NA","Fall 2013","$21,752","Medical/Clinical Assistant","213002","00743600"
"Bryn Athyn College of the New Church","801 Tomlinson Rd, Bryn Athyn, Pennsylvania 19009-0717","www.brynathyn.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","302","295","50%","28%","Fall 2010","$16,857","-","210492","00322800"
"Bryn Mawr College","101 N Merion Avenue, Bryn Mawr, Pennsylvania 19010","www.brynmawr.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","1708","1381","83%","NA","Fall 2010","$31,900","-","211273","00323700"
"Bucknell University","One Dent Drive, Lewisburg, Pennsylvania 17837","www.bucknell.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Distant","Yes","3626","3571","88%","5%","Fall 2010","$34,339","-","211291","00323800"
"Bucks County Community College","275 Swamp Rd, Newtown, Pennsylvania 18940-4106","www.bucks.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","8232","8232","18%","29%","Fall 2013","$7,760","-","211307","00323900"
"Bucks County Community College-Lower Bucks Campus","1304 Veterans Hwy, Bristol, Pennsylvania 19007-0277","www.bucks.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","","","NA","NA","Fall 2013","NA","-","21130702","00323901"
"Bucks County Community College-Upper Bucks Campus","One Hillendale Dr, Perkasie, Pennsylvania 18944-0277","www.bucks.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","","","NA","NA","Fall 2013","NA","-","21130701","00323902"
"Bucks County School of Beauty Culture Inc","1761 Bustleton Pike, Feasterville, Pennsylvania 19053-7368","www.bcsbc.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","81","81","83%","NA","Fall 2013","$14,914","Cosmetology/Cosmetologist, General","211316","02270500"
"Butler Beauty Academy","233 S Main St, Butler, Pennsylvania 16001","beautyacademies.net","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Fringe","No","39","39","80%","NA","2013-14","$11,302","Cosmetology/Cosmetologist, General","211334","02544300"
"Butler Beauty Academy-Kittanning Beauty Academy","120 Market St, Kittanning, Pennsylvania 16201","beautyacademies.net","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","21","21","86%","NA","2013-14","$10,700","Cosmetology/Cosmetologist, General","213330","02544302"
"Butler Beauty Academy-New Castle Beauty Academy","314 E Washington St, New Castle, Pennsylvania 16101","beautyacademies.net","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Fringe","No","24","24","77%","23%","2013-14","$11,127","Cosmetology/Cosmetologist, General","367431","02544303"
"Butler County Community College","107 College Drive, Butler, Pennsylvania 16002","www.bc3.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Fringe","No","3496","3496","25%","31%","Fall 2013","$4,292","-","211343","00324000"
"Byzantine Catholic Seminary of Saints Cyril and Methodius","3605 Perrysville Avenue, Pittsburgh, Pennsylvania 15214-2229","www.bcs.edu","4-year, Private not-for-profit","Master's degree","City: Large","Yes","25","","NA","NA","Fall 2010","NA","-","444103","04118000"
"Cabrini University","610 King of Prussia Rd, Radnor, Pennsylvania 19087-3698","www.cabrini.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","2436","1650","60%","14%","Fall 2010","$24,958","-","211352","00324100"
"Cairn University-Langhorne","200 Manor Ave, Langhorne, Pennsylvania 19047-2990","www.cairn.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","1038","740","61%","NA","Fall 2010","$19,596","-","215114","00335100"
"California University of Pennsylvania","250 University Ave, California, Pennsylvania 15419-1394","www.calu.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree","Suburb: Small","Yes","7553","5522","50%","29%","Fall 2010","$17,819","-","211361","00331600"
"Career Technology Center of Lackawanna County","3201 Rockwell Ave, Scranton, Pennsylvania 18508","https://ctclc.edu","< 2-year, Public","One but less than two years certificate","City: Small","No","60","60","86%","NA","2013-14","$20,325","Licensed Practical/Vocational Nurse Training","246071","03098600"
"Career Training Academy-Lower Burrell","179 Hillcrest Shopping Center, Lower Burrell, Pennsylvania 15068","careerta.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","120","120","37%","NA","Fall 2013","$17,611","Medical/Clinical Assistant","210951","02609500"
"Career Training Academy-Monroeville","4314 Old William Penn Highway, Monroeville, Pennsylvania 15146","www.careerta.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","104","104","67%","NA","Fall 2013","$9,102","Medical/Clinical Assistant","408312","02609501"
"Career Training Academy-Pittsburgh","1014 West View Park Drive, Pittsburgh, Pennsylvania 15229","www.careerta.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","80","80","79%","NA","Fall 2013","$16,180","Medical/Clinical Assistant","440174","02609502"
"Carlow University","3333 Fifth Ave, Pittsburgh, Pennsylvania 15213-3165","www.carlow.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","2255","1408","57%","NA","Fall 2010","$18,252","-","211431","00330300"
"Carnegie Mellon University","5000 Forbes Avenue, Pittsburgh, Pennsylvania 15213-3890","www.cmu.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","Yes","13258","6283","90%","NA","Fall 2010","$35,250","-","211440","00324200"
"CDE Career Institute","2942 Route 611, Tannersville, Pennsylvania 18372","www.cde.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Small","No","31","31","70%","NA","2013-14","$23,704","Health and Medical Administrative Services, Other","451495","04127500"
"Cedar Crest College","100 College Drive, Allentown, Pennsylvania 18104-6196","www.cedarcrest.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","1669","1428","56%","2%","Fall 2010","$19,231","-","211468","00324300"
"Central Penn College","College Hill & Valley Rds, Summerdale, Pennsylvania 17093-0309","www.centralpenn.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","1370","1337","32%","43%","Fall 2010","$18,293","-","211477","00489000"
"Central Pennsylvania Institute of Science and Technology","540 N Harrison Rd, Pleasant Gap, Pennsylvania 16823","www.cpi.edu","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Rural: Fringe","No","280","280","80%","NA","2013-14","$12,303","Licensed Practical/Vocational Nurse Training","369668","00533500"
"Central Susquehanna Intermediate Unit LPN Career","1339 Saint Mary Street Suite 2, Lewisburg, Pennsylvania 17837","www.csiu.org/lpn","< 2-year, Public","One but less than two years certificate","Town: Distant","No","93","93","73%","NA","2013-14","$13,144","Licensed Practical/Vocational Nurse Training","406422","02151500"
"Chambersburg Beauty School","171 Cedar Ave, Chambersburg, Pennsylvania 17201","www.ChambersburgBeautySchool.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","65","65","80%","2%","2013-14","$15,979","Cosmetology/Cosmetologist, General","446996","00826301"
"Champ's Barber School","54 West King Street, Lancaster, Pennsylvania 17602-3809","champsbarberschool.com","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","42","42","NA","NA","2013-14","$17,503","Barbering/Barber","483753","04215500"
"Chatham University","Woodland Rd, Pittsburgh, Pennsylvania 15232","www.chatham.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","2110","1002","52%","29%","Fall 2010","$26,393","-","211556","00324400"
"Chester County Intermediate Unit","443 Boot Road, Downingtown, Pennsylvania 19335","www.chestercountynursing.org","< 2-year, Public","One but less than two years certificate","Suburb: Large","No","111","111","74%","NA","2013-14","$18,160","Licensed Practical/Vocational Nurse Training","418427","00752900"
"Chestnut Hill College","9601 Germantown Ave, Philadelphia, Pennsylvania 19118-2693","www.chc.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","1838","1376","48%","35%","Fall 2010","$24,418","-","211583","00324500"
"Cheyney University of Pennsylvania","1837 University Circle, Cheyney, Pennsylvania 19319-0200","www.cheyney.edu","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate","Suburb: Large","Yes","746","709","16%","51%","Fall 2010","$12,013","-","211608","00331700"
"Citizens School of Nursing","651 Fourth Avenue, New Kensington, Pennsylvania 15068-6525","www.wpahs.org/education/citizens-school-nursing","2-year, Private not-for-profit","Two but less than 4 years certificate","Suburb: Large","No","160","160","NA","NA","Fall 2013","$31,981","Registered Nursing/Registered Nurse","211635","00653400"
"Clarion County Career Center Practical Nursing Program","490 Career Lane, Shippenville, Pennsylvania 16254-8975","www.clarioncte.org","< 2-year, Public","One but less than two years certificate","Rural: Fringe","No","67","67","100%","NA","2013-14","$6,994","Licensed Practical/Vocational Nurse Training","418603","02550000"
"Clarion University of Pennsylvania","840 Wood Street, Clarion, Pennsylvania 16214","www.clarion.edu","4-year, Public","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree","Town: Remote","Yes","5224","4330","49%","29%","Fall 2010","$17,972","-","211644","00331800"
"Clarks Summit University","538 Venard Rd, South Abington Township, Pennsylvania 18411-1250","https://www.clarkssummitu.edu/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","738","509","55%","5%","Fall 2010","$17,482","-","211024","00267000"
"Clearfield County Career and Technology Center","1620 River Road, Clearfield, Pennsylvania 16830","www.ccctc.edu","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Rural: Fringe","No","67","67","73%","NA","2013-14","$10,915","Licensed Practical/Vocational Nurse Training","430908","02169600"
"Commonwealth Technical Institute","727 Goucher St, Johnstown, Pennsylvania 15905-3092","www.dli.pa.gov","2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Small","Yes","188","188","77%","NA","Fall 2013","$28,982","-","212975","02536600"
"Community College of Allegheny County","800 Allegheny Ave, Pittsburgh, Pennsylvania 15233-1895","https://www.ccac.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","16092","16092","14%","28%","Fall 2013","$8,385","-","210605","00323100"
"Community College of Beaver County","1 Campus Drive, Monaca, Pennsylvania 15061-2588","www.ccbc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","2373","2373","22%","14%","Fall 2013","$8,960","-","211079","00680700"
"Community College of Philadelphia","1700 Spring Garden St, Philadelphia, Pennsylvania 19130-3991","www.ccp.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","18126","18126","12%","22%","Fall 2013","$5,949","-","215239","00324900"
"Consolidated School of Business-Lancaster","2124 Ambassador Cir, Lancaster, Pennsylvania 17603","www.csb.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","78","78","50%","NA","Fall 2013","$9,809","Medical Administrative/Executive Assistant and Medical Secretary","260354","03029900"
"Consolidated School of Business-York","1605 Clugston Rd, York, Pennsylvania 17404","www.csb.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Small","No","95","95","58%","NA","Fall 2013","$10,331","Medical Administrative/Executive Assistant and Medical Secretary","211820","02289600"
"Cortiva Institute-Pennsylvania School of Muscle Therapy","211 South Gulph Road Suite 100, King of Prussia, Pennsylvania 19406","www.cortiva.com","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","177","177","75%","NA","2013-14","$19,199","Massage Therapy/Therapeutic Massage","215044","03766300"
"Crawford County Career and Technical Center Practical Nursing Program","860 Thurston Rd, Meadville, Pennsylvania 16335","www.crawfordctc.org","< 2-year, Public","One but less than two years certificate","Town: Distant","No","30","30","60%","NA","2013-14","$9,111","Licensed Practical/Vocational Nurse Training","419484","01005500"
"Curtis Institute of Music","1726 Locust St, Philadelphia, Pennsylvania 19103","www.curtis.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","Yes","173","131","68%","16%","Fall 2010","$11,345","-","211893","00325100"
"DCI Career Institute","366 Route 18, Beaver Valley Mall, Monaca, Pennsylvania 15061","www.dci.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","82","82","90%","NA","2013-14","$19,650","Medical/Clinical Assistant","406413","03072600"
"Dean Institute of Technology","1501 W Liberty Ave, Pittsburgh, Pennsylvania 15226-1197","www.deantech.edu","2-year, Private for-profit","Less than one year certificate|Associate's degree","City: Large","No","150","150","89%","NA","Fall 2013","$21,140","-","211909","00918600"
"Delaware County Community College","901 S Media Line Rd, Media, Pennsylvania 19063-1094","www.dccc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","11457","11457","16%","26%","Fall 2013","$5,825","-","211927","00711000"
"Delaware County Technical School-Practical Nursing Program","85 North Malin Road, Broomall, Pennsylvania 19008","www.dciu.org/site/default.aspx?PageID=1","< 2-year, Public","One but less than two years certificate","Suburb: Large","No","33","33","59%","NA","2013-14","$17,614","Licensed Practical/Vocational Nurse Training","430971","03128400"
"Delaware Valley University","700 E Butler Ave, Doylestown, Pennsylvania 18901-2697","www.delval.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","2376","1967","57%","34%","Fall 2010","$29,517","-","211981","00325200"
"DeSales University","2755 Station Avenue, Center Valley, Pennsylvania 18034-9568","www.desales.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","Rural: Fringe","Yes","3309","2388","68%","NA","Fall 2010","$25,549","-","210739","00398600"
"DeVry University-Pennsylvania","1140 Virginia Dr., Ft. Washington, Pennsylvania 19034","https://www.devry.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","No","533","431","23%","34%","Fall 2010","$24,511","-","482608","01072722"
"Dickinson College","College and Louther Streets, Carlisle, Pennsylvania 17013-2896","www.dickinson.edu","4-year, Private not-for-profit","Bachelor's degree","City: Small","Yes","2420","2420","84%","NA","Fall 2010","$34,409","-","212009","00325300"
"Divine Crown Academy of Cosmetology","3849-C Union Deposit Road, Union Square Shopping Center, Pennsylvania 17109","www.divinecrown.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","31","31","63%","NA","2013-14","$16,145","Cosmetology/Cosmetologist, General","483346","04226300"
"DLP Conemaugh Memorial Medical Center","1086 Franklin St, Johnstown, Pennsylvania 15905-4398","www.conemaugh.org","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","205","205","86%","NA","Fall 2013","$12,288","Registered Nursing/Registered Nurse","211802","00653700"
"Douglas Education Center","130 7th St, Monessen, Pennsylvania 15062","www.dec.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Small","No","239","239","82%","NA","Fall 2013","$25,194","-","212045","02068300"
"Drexel University","3141 Chestnut St, Philadelphia, Pennsylvania 19104","www.drexel.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","24232","15552","70%","NA","Fall 2010","$39,021","-","212054","00325600"
"Duquesne University","Administration Bldg 600 Forbes Ave, Pittsburgh, Pennsylvania 15282","www.duq.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","9343","6039","79%","NA","Fall 2010","$28,930","-","212106","00325800"
"East Stroudsburg University of Pennsylvania","200 Prospect Street, East Stroudsburg, Pennsylvania 18301-2999","www4.esu.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Small","Yes","6822","6151","57%","29%","Fall 2010","$16,377","-","212115","00332000"
"Eastern Center for Arts and Technology","3075 Terwood Rd, Willow Grove, Pennsylvania 19090","www.eastech.org","< 2-year, Public","One but less than two years certificate","Suburb: Large","No","40","40","82%","NA","2013-14","$16,037","Licensed Practical/Vocational Nurse Training","375966","02492600"
"Eastern University","1300 Eagle Rd, Saint Davids, Pennsylvania 19087-3696","www.eastern.edu/about/student-consumer-information","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","3420","2082","58%","NA","Fall 2010","$22,877","-","212133","00325900"
"Edinboro University of Pennsylvania","219 Meadville Street, Edinboro, Pennsylvania 16444-0001","www.edinboro.edu/","4-year, Public","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Town: Fringe","Yes","6181","4840","44%","26%","Fall 2010","$14,323","-","212160","00332100"
"Education and Technology Institute","219 Donohoe Rd, Greensburg, Pennsylvania 15601","www.eti.edu/","< 2-year, Private not-for-profit","Less than one year certificate","Rural: Fringe","No","","","NA","NA","2013-14","NA","Medical Insurance Specialist/Medical Biller","455938",""
